Titulo;Precio;Banos;Fecha;Piezas;Superficie Construida;Superficie Total;Estacionamiento;Lugar;Latitud;Longitud;Corredora
Penalolen Sector las pircas;558772500;4;11-06-2025;6;224;605;2;Penalolen;-334.974.418;-705.236.261;
Colina Sector piedra roja;476715000;4;11-06-2025;4;159;475;3;Colina;-332.640.814;-706.465.136;
San Joaquin Avenida las industrias;130000000;1;11-06-2025;2;152;347;2;San Joaquin;-33.501.267;-706.280.113;
Penalolen Las perdices con los presidentes;624809250;5;11-06-2025;5;225;420;3;Penalolen;-334.930.583;-705.372.813;
Macul Amplia casa 215 m210 dormitorios uso cpmerci (99717);294391050;4;11-06-2025;10;215;223;2;Macul;-335.016.324;-706.054.499;Carolina Cortes SPA
Colina 385m2 totales 3 d+ home of 3 banos (99716);386842500;3;11-06-2025;4;140;385;3;Colina;-332.168.434;-706.582.066;Carolina Cortes SPA
Penalolen Casa 6 dor 5 banos piscina Quincho lindo jard (99713);664275000;5;11-06-2025;6;250;800;2;Penalolen;-334.688.051;-705.234.572;Carolina Cortes SPA
Las Condes Casa buen barrio 5 dor 2 banos 252 m2 totales (99711);402824175;2;11-06-2025;5;132;252;3;Las Condes;-334.207.156;-705.524.879;Carolina Cortes SPA
La Florida Amplia casa 3 dormitorios 2 banos 317m2 (99710);214521750;2;11-06-2025;3;149;317;3;La Florida;-33.524.671;-706.080.393;Carolina Cortes SPA
Las Condes Venta las condes espectacular casa 5 dormitorios;840112500;5;11-06-2025;6;263;505;;Las Condes;-334.006.012;-705.417.528;
Colina Impecable 5 dormitorios piscina;527512500;5;11-06-2025;5;182;570;;Colina;-333.123.923;-706.550.317;
Las Condes Venta casa 2 dormitorios;308692500;1;11-06-2025;2;62;162;1;Las Condes;-3.341.536;-705.431.037;
Vitacura nicolas gogol;680000000;2;11-06-2025;5;168;336;4;Vitacura;-3.338.748.096;-7.056.235.045;Bvalue Propiedades Venta & Arriendo
Maipu pasaje escorpio 1165  villa lo errazuriz;79752075;1;11-06-2025;3;47;102;1;Maipu;-334.809.715;-7.072.993;Nexxos
Las Condes Apumanque - Metro Manquehue;976875000;3;11-06-2025;5;;;4;Las Condes;-334.125.316;-705.716.793;Easyprop
Vitacura cerca del club de golf;933892500;5;11-06-2025;6;184;396;3;Vitacura;-333.679.952;-705.835.002;Alto Andes
Padre Hurtado Madre selva / Rio Aconcagua;89286375;2;11-06-2025;5;30;162;;Padre Hurtado;-3.357.722.661.452.430;-7.080.935.724.704.610;Grupo Premium Propiedades Santiago
Puente Alto Excelente oportunidad casa en venta 3d+2b (100966);144000000;2;11-06-2025;3;75;140;2;Puente Alto;-335.667.183;-705.601.336;Galiano Homes
Cerrillos Av Aeropuerto;169976250;3;11-06-2025;3;99;125;1;Cerrillos;-33.510.588.289.567.500;-707.063.748.596.993;Grupo Premium Propiedades Santiago
Lo Prado Parque alameda luminosa 5d2b patio (100554);175837500;2;11-06-2025;5;150;180;2;Lo Prado;-33.456.073;-707.086.111;
Nunoa Rosita renard/ hamburgo/ nunoa / metro simon bolivar;484530000;3;11-06-2025;4;125;213;;Nunoa;-334.437.972;-705.748.441;Unne
La Florida Pasaje Toronto 1200;156300000;3;11-06-2025;4;100;153;2;La Florida;-335.412.985;-705.745.448;Nexxos
Buin Paula Gomez Canepa;85965000;2;11-06-2025;2;52;97;;Buin;-33.731.493;-70.760.202;InviertePropiedades.com
Maipu Pasaje Cobalto 1836 Maipu;65000000;1;11-06-2025;3;57;100;1;Maipu;-335.212.745;-707.847.347;Find Home
Maipu San martin con av.3 poniente;121445100;2;11-06-2025;3;80;153;;Maipu;-33.524.688.758.420.900;-7.077.891.242.091.220;Grupo Premium Propiedades Santiago
Puente Alto Chilean Eagles College International Eagle   (99608);245391000;3;11-06-2025;3;106;272;2;Puente Alto;-335.725.095;-705.803.039;ASESORIA LEGAL Y CORRETAJE FERNANDA PINOCHET
Puente Alto Conectividad insuperable (99544);185215500;3;11-06-2025;3;85;175;2;Puente Alto;-335.748.932;-705.795.413;ASESORIA LEGAL Y CORRETAJE FERNANDA PINOCHET
Quilicura Linda y amplia casa en venta  altos de quilicura 5100 uf;199282500;3;11-06-2025;5;119;143;3;Quilicura;-333.631.988;-707.134.773;
Maipu Maipu;90000000;1;11-06-2025;2;54;172;;Maipu;-334.913.919.816.396;-7.074.639.672.220.790;Schumacher Propiedades
Quilicura Opotunidad Valle Lo Campino 2D-3B (100655);168022500;3;11-06-2025;2;76;125;2;Quilicura;-333.813.754;-707.263.732;NewRent SpA
Puente Alto Avda mexico con angel pimentel;95000000;1;11-06-2025;4;80;126;;Puente Alto;-335.872.664;-705.646.768;Unne
Colina Ruta Los Libertadores;2539875000;15;11-06-2025;;944;6117;;Colina;-3.321.911.308.172.340;-7.067.727.195.927.930;Lyon y Balmaceda Ltda.
Santiago Barrio matta;128947500;2;11-06-2025;5;122;165;;Santiago;-334.613.306;-706.314.772;Unne
Colina Casa con piscina en excelente ubicacion (100892);348939750;3;11-06-2025;4;140;5000;5;Colina;-331.956.726;-7.067.824;cij propiedades
Vitacura Via Roja / Via Naranja;2110050000;4;11-06-2025;5;400;5000;4;Vitacura;-33.367.457.340.783.400;-7.056.273.553.060.100;Lyon y Balmaceda Ltda.
Puente Alto San Carlos (101051);91500000;1;11-06-2025;2;65;107;1;Puente Alto;-335.949.844;-705.571.124;
Maipu Avenida Jorge Alessandri con Av El Rosal Maipu;229174875;3;11-06-2025;4;120;165;2;Maipu;-334.872.047;-707.627.273;Easyprop
Huechuraba Condominio Los Almendros Huechuraba;820575000;4;11-06-2025;4;262;800;;Huechuraba;-3.338.315.842.478.350;-7.061.321.005.724.150;Lyon y Balmaceda Ltda.
Cerro Navia Altura hospital felix bulnes;110000000;1;11-06-2025;3;93;176;;Cerro Navia;-334.237.537;-707.310.287;Unne
Cerrillos San Andres 4150;73000000;1;11-06-2025;4;75;128;;Cerrillos;-33.481.426;-7.068.848;InviertePropiedades.com
Pudahuel Laguna negra;115000000;2;11-06-2025;3;52;82;1;Pudahuel;-334.652.754;-7.074.801.169.999.990;Find Home
Buin Casa en condominio en buin;246172500;3;11-06-2025;3;98;220;2;Buin;-337.544.265;-707.414.534;
La Cisterna Veintiuno de Mayo 0219;464992500;3;11-06-2025;4;141;633;;La Cisterna;-33.543.431;-70.669.636;InviertePropiedades.com
Lo Barnechea Hermosa casa en pie andino lo barnechea;898725000;4;11-06-2025;4;220;600;3;Lo Barnechea;-333.163.117;-705.679.315;
Penalolen Amplia casa en las pircas penalolen;488437500;5;11-06-2025;5;140;500;2;Penalolen;-33.502.919;-705.279.925;
Curacavi Preciosa parcela con casa en construccion curacavi;70000000;;11-06-2025;;112;20200;;Curacavi;-333.576.481;-711.509.903;
Penalolen Preciosa casa en antupiren penalolen;527512500;4;11-06-2025;5;150;416;2;Penalolen;-334.821.415;-705.400.984;
La Florida Hermosa casa en condominio en alto macul la florida;449362500;4;11-06-2025;5;180;340;2;La Florida;-335.158.999;-705.383.511;
Las Condes Hermosa casa en condominio cercana a metro francisco bllbao;644737500;4;11-06-2025;5;250;400;3;Las Condes;-334.286.975;-705.818.982;
Penalolen Preciosa casa en las pircas penalolen;547050000;4;11-06-2025;4;150;500;2;Penalolen;-335.052.162;-705.290.916;
Puente Alto Linda casa en excelente sector en puente alto;166733025;2;11-06-2025;4;95;110;;Puente Alto;-33.579.178;-705.723.386;
Colina Espectacular casa en chicureo colina;449362500;4;11-06-2025;3;150;403;;Colina;-333.164.804;-706.551.624;
Vitacura Las tranqueras/las hualtatas;582217500;2;11-06-2025;5;150;280;1;Vitacura;-333.878.276;-705.548.305;
Quilicura Valle Lo Campino - Condominio (100194);281340000;3;11-06-2025;4;123;230;2;Quilicura;-333.844.563;-707.329.841;Micasa Propiedades Limitada
Lo Prado Los Arrayanes 6469;92000000;2;11-06-2025;4;95;193;;Lo Prado;-33.438.295;-70.726.742;InviertePropiedades.com
La Florida Estilo Artesanal / Gran terreno / Muy buen Barrio 4 Dormitorios 2 Banos La Florida Alta;211005000;2;11-06-2025;4;98;385;3;La Florida;-335.207.408;-705.609.853;ProUrbe Manquehue
Colina En venta remodelada casa ayres de chicureo (74803);273525000;3;11-06-2025;4;110;400;2;Colina;-331.986.177;-706.504.285;CasaGálvez Gestión Inmobiliaria
Las Condes En venta Amplia Casa Barrio El Golf (99894);1171859250;4;11-06-2025;7;459;586;8;Las Condes;-334.181.073;-705.942.479;Erika Torres Propiedades
Nunoa Pedro lobos 900 nunoa;293062500;2;10-06-2025;4;89;220;3;Nunoa;-334.549.175;-705.982.915;
Padre Hurtado Nueva y hermosa casa en barrio muy tranquilo!!!;179745000;3;10-06-2025;3;100;180;;Padre Hurtado;-335.572.231;-708.091.163;
Puente Alto Icalma #6023 pta;63692250;2;10-06-2025;3;50;90;1;Puente Alto;-33.560.394.943.339.600;-7.055.130.508.150.630;RED Real Estate en Chile
Buin En Venta Casa 2 Pisos en Solar de Buin I;125000000;3;10-06-2025;4;100;128;1;Buin;-337.222.103;-707.358.431;Corretajes Prosal
La Florida En Venta Casa Aislada con 2degPiso en Jardines de La Vina;300000000;2;10-06-2025;3;141;265;1;La Florida;-335.353.176;-705.399.017;Corretajes Prosal
"Maipu En Venta Casa 2 Pisos en ""Jardines de Santa Maria""";150000000;3;10-06-2025;3;108;139;1;Maipu;-335.009.028;-707.870.032;Corretajes Prosal
Maipu En Venta Casa 2 Pisos en Condominio Los Olivos de Maipu;220000000;3;10-06-2025;3;130;156;2;Maipu;-334.815.139;-707.669.279;Corretajes Prosal
El Bosque Excelente ubicacion Casa El Bosque (99747);75000000;1;10-06-2025;4;93;170;3;El Bosque;-335.431.906;-706.830.416;Tania Miranda Propiedades
San Miguel Ureta Cox Gran avenida (99746);461085000;2;10-06-2025;4;199;660;2;San Miguel;-334.977.908;-706.520.835;Tania Miranda Propiedades
San Miguel Casa Excelente ubicacion San Miguel (99745);291890250;3;10-06-2025;6;191;212;2;San Miguel;-334.893.032;-706.540.933;Tania Miranda Propiedades
Lampa Amplia propiedad en venta en Valle Grande (100125);129181950;2;10-06-2025;4;90;145;1;Lampa;-333.277.504;-707.628.961;Roi Propiedades
Quilicura Acogedora Propiedad en Lo Campino Condominio (99926);79000000;1;10-06-2025;2;90;52;1;Quilicura;-33.379.419;-707.250.536;Roi Propiedades
Lo Prado Amplia Propiedad en pasaje cerrado  lo Prado (99925);149000000;2;10-06-2025;4;92;187;2;Lo Prado;-334.513.337;-707.090.462;Roi Propiedades
Lampa Casa con amplio patio valle grande  (99593);119178750;2;10-06-2025;2;70;136;1;Lampa;-333.239.221;-707.478.581;Roi Propiedades
Providencia Alberto Risopatron;800000000;4;10-06-2025;7;274;373;4;Providencia;-334.145.197;-706.084.528;
Puente Alto El Volcan 3070;156300000;3;10-06-2025;3;98;170;;Puente Alto;-3.359.971;-70.516.095;InviertePropiedades.com
Buin Francisco Javier Krugger / Luis Uribe;148485000;3;10-06-2025;3;95;150;2;Buin;-337.443.478;-707.364.636;Grupo Premium Propiedades Santiago
Puente Alto Casa en venta/condominio monte verde/av. Mexico pte alto;105000000;3;10-06-2025;3;78;100;;Puente Alto;-335.920.344;-705.602.997;
Puente Alto Amplia casa con patio/ la colonia con las achiras;100000000;3;10-06-2025;3;90;162;1;Puente Alto;-336.283.506;-705.873.932;
Puente Alto Casa en venta dos pisos/cabo de hornos/los cipreses;72000000;1;10-06-2025;3;60;70;1;Puente Alto;-335.729.406;-70.607.711;
Puente Alto Casa en venta/ domingo tocornal/ ejercito libertador;68000000;1;10-06-2025;2;65;106;1;Puente Alto;-336.067.338;-705.937.917;
Puente Alto Avenida san carlos/ pedro montt/ nemesio vicuna;120000000;1;10-06-2025;3;75;172;2;Puente Alto;-335.988.166;-705.743.157;
El Bosque Venta casa un piso / avda. Lo martinez /los andes /el bosque;75000000;2;10-06-2025;4;75;162;;El Bosque;-335.728.054;-706.630.932;
Puente Alto Casa de un piso / nonato coo / san alberto;90000000;2;10-06-2025;3;62;130;1;Puente Alto;-335.778.003;-70.555.251;
Puente Alto Propiedad en venta / villa tocornal;73000000;1;10-06-2025;3;65;80;1;Puente Alto;-336.101.321;-705.949.004;
Puente Alto Ejercito libertador con avda. Gabriela/puente alto;76000000;1;10-06-2025;3;70;118;1;Puente Alto;-33.582.362;-705.975.772;
Puente Alto Amplia casa / los castanos /ejerc. Libertador/ omar herrera;92000000;1;10-06-2025;3;76;93;1;Puente Alto;-335.759.213;-706.009.091;
Puente Alto Encantadora casa en venta /villa los castanos /puente alto;85000000;1;10-06-2025;3;58;70;;Puente Alto;-335.739.013;-706.025.353;
Puente Alto Espectacular casa. Independencia c/ av .Concha y toro;203190000;3;10-06-2025;4;113;178;;Puente Alto;-336.009.049;-705.815.265;
Puente Alto Calabria norte /barrio italia/cuidad del sol/ puente alto;125000000;1;10-06-2025;3;55;137;;Puente Alto;-335.963.041;-705.831.461;
Pirque Condominio rinconada el principal;386451750;4;10-06-2025;8;135;6200;;Pirque;-337.220.556;-705.734.772;
Puente Alto Venta propiedad dos pisos /portal andino / nonato coo;138000000;2;10-06-2025;4;90;122;;Puente Alto;-335.897.872;-705.672.757;
Pirque Hermosa propiedad en exclusivo condominio pirque;652552500;6;10-06-2025;6;380;5050;6;Pirque;-337.324.083;-705.740.912;
Puente Alto Gasali propiedades vende villa casas del huerto;96000000;1;10-06-2025;4;67;136;1;Puente Alto;-33.607.689;-706.003.862;Brokers Inmobiliarios
Puente Alto Gasali propiedades vende casa en villa casas del huerto;90000000;1;10-06-2025;2;69;113;;Puente Alto;-336.076.848;-706.002.965;Brokers Inmobiliarios
Puente Alto Vendo casa Jardin Oriente II Puente Alto (100693);75000000;1;10-06-2025;3;54;72;1;Puente Alto;-336.126.237;-705.858.141;
Puente Alto Vendo hermosa casa Casas Viejas Puente Alto (100690);90000000;1;10-06-2025;2;56;90;3;Puente Alto;-336.137.547;-705.218.743;
Puente Alto Vendo casa a pasos de Ejercito Libertador (99818);76000000;1;10-06-2025;3;70;118;1;Puente Alto;-335.827.884;-705.980.405;
Padre Hurtado Avenida Santa Herminia. Condominio Los Corales;300877500;3;10-06-2025;4;138;426;2;Padre Hurtado;-335.623.675;-708.288.889;Easyprop
San Bernardo Los Proverbios Pte.;110000000;2;10-06-2025;4;61;114;;San Bernardo;-33.601.709;-7.067.385;InviertePropiedades.com
Penalolen Avenida Quebrada de Macul;339952500;3;10-06-2025;4;111;264;2;Penalolen;-335.055.376;-7.054.481.849.999.990;Houm
Maipu Avenida 3 Poniente;200000000;5;10-06-2025;9;170;150;;Maipu;-335.347.066;-707.720.196;Houm
La Reina lynch norte 159;586125000;3;10-06-2025;5;169;169;2;La Reina;-3.345.250.139.028.700;-7.056.713.845.980.220;Agentes Inmobiliarios Asociados-AINA
Puente Alto pie andino 1600;164115000;4;10-06-2025;3;89;217;;Puente Alto;-3.361.258.140.337.800;-7.054.795.506.931.150;Agentes Inmobiliarios Asociados-AINA
Buin Condominio Los Castanos;175446750;3;10-06-2025;3;75;168;2;Buin;-337.542.333;-7.073.987.989.999.990;Grupo Premium Propiedades Santiago
Penalolen Venta casa en Las Pircas de Penalolen - 805 (100997);507975000;4;10-06-2025;5;200;560;2;Penalolen;-335.013.607;-705.254.289;Boyer Echeverría
Maipu Calle San Rogelio;170000000;2;10-06-2025;4;152;92;2;Maipu;-334.997.596;-7.078.427.529.999.990;Houm
San Joaquin Ureta Cox 460;105000000;1;10-06-2025;3;73;106;;San Joaquin;-33.500.933;-70.637.047;InviertePropiedades.com
Penaflor pasaje tres 3289;80000000;1;10-06-2025;2;51;75;2;Penaflor;-336.124.628;-708.955.367;Find Home
La Florida Maravillosa casa (100686);418000000;4;10-06-2025;5;139;375;2;La Florida;-335.139.443;-705.294.088;Boyer Echeverría
Lo Barnechea Club de Golf Lomas de La Dehesa;1320735000;5;10-06-2025;4;387;970;4;Lo Barnechea;-333.433.271;-705.309.324;Corredores Independientes
Puente Alto conectividad con Acceso Sur (99489);104000000;1;10-06-2025;2;49;163;1;Puente Alto;-335.740.631;-706.071.582;Boyer Echeverría
Quilicura Quilicura;88000000;1;10-06-2025;3;100;120;1;Quilicura;-333.521.792;-707.172.678;Brokers Inmobiliarios
Pudahuel Venta hermosa casa 3 pisos Valle Generoso Pud (100442);194984250;4;10-06-2025;5;126;134;2;Pudahuel;-334.510.646;-707.601.464;Ikam propiedades
Maipu C. San Ricardo 2691;175837500;3;10-06-2025;4;110;130;1;Maipu;-33.503.246.499.999.900;-707.860.677;
La Florida Vendo casa! 4 dormitorios 1 bano - la florida;90000000;1;10-06-2025;4;139;144;1;La Florida;-335.307.137;-706.084.437;
Pudahuel Avenida La Estrella 1414;57323025;1;10-06-2025;3;50;50;;Pudahuel;-334.303.212;-707.501.713;Todo Propiedades
Pudahuel Avenida La Estrella 1414;57323025;1;10-06-2025;3;50;50;;Pudahuel;-334.303.212;-707.501.713;Todo Propiedades
Conchali Palena 5466;194593500;3;10-06-2025;;169;336;5;Conchali;-333.760.345;-7.067.229.689.999.990;
San Bernardo Av. Central;144186750;2;10-06-2025;3;87;208;3;San Bernardo;-3.358.528.448.525.210;-707.088.400.160.889;Grupo Premium Propiedades Santiago
Puente Alto Casa 4d+3b y piscina ciudad del sol  (87686);230000000;3;10-06-2025;4;123;144;3;Puente Alto;-335.940.149;-70.594.616;Inmobiliarioweb
Maipu Jorge alessandri con el rosal;261802500;3;10-06-2025;3;115;115;;Maipu;-3.348.202.634.403.860;-7.076.733.299.816.490;Grupo Premium Propiedades Santiago
Quilicura Casa en venta Quilicura (99906);134990000;3;10-06-2025;4;73;105;1;Quilicura;-333.505.531;-707.418.797;Valenzuela Propiedades
Quilicura Casa en venta quilicura (99905);91990000;2;10-06-2025;5;88;74;1;Quilicura;-333.533.868;-707.521.007;Valenzuela Propiedades
Maipu venta casa maipu (99730);135990000;3;10-06-2025;4;52;168;2;Maipu;-335.260.209;-707.884.493;Valenzuela Propiedades
Quilicura Casa en vente Quilicura (99591);115000000;2;10-06-2025;4;53;80;2;Quilicura;-333.541.403;-707.444.524;Valenzuela Propiedades
La Florida Tauro;140000000;2;10-06-2025;6;118;100;1;La Florida;-335.566.305;-705.944.957;
Las Condes Laura de Noves;715072500;3;10-06-2025;3;180;327;3;Las Condes;-3.339.902.581.660.160;-7.054.842.360.262.240;
La Reina Fidias;265983525;1;10-06-2025;3;68;508;2;La Reina;-334.613.307;-705.611.985;
La Reina Leonidas Banderas;228784125;2;10-06-2025;3;90;284;3;La Reina;-334.612.815;-705.563.931;
La Reina Guemes;408333750;2;10-06-2025;3;98;284;3;La Reina;-334.506.128;-705.685.668;
Paine Padre Mateo con Elena Correa;52204200;1;10-06-2025;2;58;80;3;Paine;-3.382.290.575.135.420;-7.073.178.095.655.360;Grupo Premium Propiedades Santiago
Quilicura Montealegre Poniente;210000000;2;10-06-2025;3;100;206;2;Quilicura;-33.387.033;-70.730.229;
La Cisterna Santa Josefina 9141;155000000;1;10-06-2025;3;100;138;1;La Cisterna;-3.354.270.729.166.830;-706.642.665.974.581;
Pudahuel Rio Neff 9418;95000000;1;10-06-2025;3;51;150;2;Pudahuel;-33.441.548;-707.700.287;
Pudahuel Cerro Fitz Roy 9515;110000000;2;10-06-2025;3;65;95;2;Pudahuel;-334.380.425;-7.077.087.569.999.990;
Penalolen Casa con gran terreno de 2.800 mts2  - 795 (97528);647000000;5;10-06-2025;6;384;2832;10;Penalolen;-334.938.998;-705.507.885;Boyer Echeverría
Lo Barnechea Avenida Los Litres 1000;615431250;4;10-06-2025;4;140;204;;Lo Barnechea;-333.145.069;-705.432.575;Corredores Asociados
Til til los volcanes con los rios;218820000;3;10-06-2025;3;130;300;2;Til til;-33.159.784.099.406.800;-7.078.801.395.002.600;URMA GESTION INMOBILIARIA
Til til las cimas esquina el rauli barrio alto el manzano;175837500;3;10-06-2025;3;120;280;1;Til til;-3.316.423.587.131.910;-7.079.203.421.637.290;URMA GESTION INMOBILIARIA
Las Condes Condominio muy seguro / san carlos de apoquindo;1086285000;5;10-06-2025;5;245;500;;Las Condes;-33.408.477.983.376.700;-7.050.497.526.767.930;Lyon y Balmaceda Ltda.
San Bernardo Barros Arana 1040;468900000;4;10-06-2025;5;270;600;;San Bernardo;-33.603.832;-70.702.196;InviertePropiedades.com
Puente Alto Condominio jardines del valle;139000000;3;10-06-2025;4;78;130;2;Puente Alto;-335.752.887;-70.594.062;Unne
Santiago Agustinas;1111;;10-06-2025;;1111;1111;;Santiago;-334.433.545;-706.739.433;
La Reina <<<<<< Venta UF 9.500 Condominio / La Reina >>>>>> (92960);371212500;3;10-06-2025;4;130;330;2;La Reina;-334.611.271;-70.562.851;KA Propiedades
Lampa Barrio los castanos ii valle grande lampa;160207500;3;10-06-2025;3;110;185;;Lampa;-333.230.147;-707.549.167;Unne
Maipu Pasaje parque el golf 1095;110000000;1;10-06-2025;3;75;165;;Maipu;-334.677.299;-707.536.167;Unne
Penalolen Llaima 6700;237966750;3;10-06-2025;4;156;162;2;Penalolen;-334.957.256;-705.757.461;Unne
Lampa Valle grande;100000000;1;10-06-2025;3;70;130;;Lampa;-333.140.821;-707.328.059;Unne
Lampa Chicauma;331746750;3;10-06-2025;4;139;320;;Lampa;-33.301.225;-707.427.904;Unne
Lampa Calle rio maule con rio loa valle grande lampa;171930000;3;10-06-2025;4;120;240;;Lampa;-3.331.973;-707.540.099;Unne
Cerrillos Vespucio;160000000;2;10-06-2025;;130;460;;Cerrillos;-335.048.374;-707.357.027;Unne
Lo Barnechea Cerca del portal la dehesa;781109250;2;10-06-2025;3;180;780;;Lo Barnechea;-333.532.749;-705.143.666;Unne
El Bosque Casa en venta de 3 dorm. En el bosque;77759250;1;10-06-2025;3;100;80;;El Bosque;-335.769.335;-706.844.375;Unne
Lo Barnechea Cerca del edificio insigne la dehesa;781109250;2;10-06-2025;3;180;780;;Lo Barnechea;-333.532.783;-705.143.702;Unne
La Florida Diego portales;132855000;1;10-06-2025;4;147;147;1;La Florida;-335.624.071;-705.734.838;Unne
San Miguel Metro departamental / autopista central - san miguel;170000000;2;10-06-2025;3;120;180;;San Miguel;-335.015.698;-706.646.573;Unne
